Class,Mean,Variance,Standard Deviation,Entropy,Skewness,Kurtosis,Contrast,Energy,ASM,Homogeneity,Dissimilarity,Correlation
1,2.499725342,169.7747583,13.02976432,0.00637256,6.258172763,46.79850896,195.5143208,0.066628647,0.004439377,0.424634583,5.453764321,0.793971675
0,2.014083862,69.11581367,8.313592104,0.135643968,4.498759885,20.61956798,20.64767025,0.327861126,0.107492918,0.66566242,1.652329749,0.969934358
0,2.470672607,80.39369112,8.966252903,0.272505187,3.965196584,16.07489259,13.20640968,0.479623996,0.230039178,0.766913835,1.146795159,0.980842235
1,4.966384888,208.8477208,14.45156465,0.019947375,3.483989727,13.26190392,29.50135135,0.119390917,0.014254191,0.555104652,2.155405405,0.956588783
0,3.079467773,119.9855213,10.95379027,0.144366448,3.862674681,15.14560648,35.0960046,0.338391443,0.114508769,0.728910858,1.656510492,0.961676828
0,7.731384277,194.8598136,13.95921966,0.078340828,2.228601318,5.216356497,28.24707087,0.24290053,0.059000667,0.668965504,1.776589694,0.949767588
0,6.276229858,174.6927033,13.21713673,0.085651506,2.485536199,6.358588852,29.55245256,0.254149477,0.064591957,0.696600192,1.702255639,0.947647913
0,3.94354248,122.2083776,11.0547898,0.093945497,3.148641233,10.08342333,34.10879655,0.267539603,0.071577439,0.672447729,1.96006476,0.941313635
0,1.117874146,39.9919672,6.323920239,0.203139334,5.959684016,36.00871542,64.58596192,0.407704855,0.166223249,0.705089675,2.735436203,0.909452751
0,7.758163452,543.1741674,23.30609722,0.226579736,3.368115945,11.68005221,92.01083916,0.434380725,0.188686614,0.677491559,2.781818182,0.973938605
0,12.1353302,780.0252777,27.92893263,0.175298843,2.720866495,7.775748845,93.94147583,0.378112416,0.142968999,0.622378493,3.328971283,0.973854513
0,17.50057983,1031.956201,32.1240751,0.118040039,2.223857193,5.267139574,80.36826531,0.3057216,0.093465697,0.57865003,3.196632653,0.977246371
0,20.10021973,1079.82774,32.86073249,0.116310869,2.014287033,4.446617859,90.7512477,0.303220101,0.09194243,0.584807663,3.285876893,0.973051882
0,3.620681763,185.5807547,13.62280275,0.138281289,4.265707929,19.15060999,101.7637493,0.332935577,0.110846098,0.573733043,3.633057363,0.937041703
0,5.866195679,553.5010786,23.52660364,0.110860489,4.377248429,19.57772794,131.5436486,0.295623249,0.087393106,0.551376664,4.164024057,0.973575838
0,6.661819458,583.0062181,24.1455217,0.182475207,3.974405137,16.11979614,117.9190401,0.386306044,0.14923236,0.626865725,3.320411392,0.975897009
0,9.871704102,759.8420511,27.56523265,0.185190459,3.13876165,10.13549717,144.6595275,0.389446194,0.151668338,0.632188125,3.662077172,0.967065393
0,16.36895752,1098.155824,33.13843425,0.094737024,2.409524479,6.038080806,133.2393017,0.271793707,0.073871819,0.553040983,3.87949833,0.965085959
1,16.64685059,1408.228128,37.52636577,0.014825333,2.808576555,8.404466772,137.7900452,0.103487378,0.010709637,0.417305883,4.687782805,0.95917317
1,15.72087097,1485.609374,38.54360354,0.0074718,3.039290624,9.777729303,154.3261895,0.072926039,0.005318207,0.39460568,5.376640689,0.960935943
1,13.52416992,1357.276419,36.84123259,0.005722021,3.281467063,11.33284905,116.973064,0.063659197,0.004052493,0.362715044,5.133682504,0.967406542
1,6.070129395,791.1150484,28.12676747,0.022536604,4.988156954,25.51399257,192.8379289,0.128451236,0.01649972,0.398920823,5.061580882,0.964031264
0,3.875167847,214.6176179,14.64983337,0.137330892,4.156201057,17.61767985,43.0590756,0.330616435,0.109307227,0.631194588,2.575145393,0.976799306
1,1.593841553,177.4670182,13.32167475,0.003328258,9.007385999,85.73181058,193.9919192,0.048162862,0.002319661,0.238200725,7.16969697,0.915971572
1,3.763168335,379.8073078,19.48864561,0.051324941,5.646573994,33.20807482,199.156682,0.19696645,0.038795782,0.452505659,5.077682686,0.955755151
1,4.897201538,539.6138145,23.2295892,0.004555595,5.197141619,28.20339711,119.672028,0.056374003,0.003178028,0.35976169,4.923776224,0.943759305
1,8.928085327,484.8279886,22.01880988,0.003818082,3.233991407,11.70817545,37.98273777,0.051531852,0.002655532,0.392407471,3.575700935,0.959516382
0,8.625411987,325.2309131,18.03415962,0.093592808,2.533505695,6.741894306,52.39616572,0.269690311,0.072732864,0.580328796,2.891276377,0.956411893
0,2.83543396,128.5993776,11.34016656,0.164158964,4.375672503,19.582244,88.60431428,0.364318778,0.132728172,0.625283852,3.651708392,0.929534852
0,4.362121582,306.5118209,17.507479,0.090658769,4.561047496,21.48941844,86.91141833,0.265823977,0.070662387,0.518711667,4.093189964,0.970117549
0,6.264648438,417.0322682,20.42136793,0.239618947,3.716819508,14.43211238,63.42018692,0.448130339,0.200820801,0.652284783,2.803364486,0.979181074
0,17.31001282,939.7560425,30.65544067,0.063837245,2.280532403,5.670443964,98.46883173,0.220849713,0.048774596,0.507562457,4.109524847,0.964136019
0,10.19702148,554.5273093,23.54840354,0.074026977,2.782879498,8.144412318,148.8899297,0.238836403,0.057042827,0.503965634,4.880093677,0.930710884
0,4.561447144,239.1513325,15.4645185,0.08467955,3.937951978,16.31468051,161.7591398,0.256514231,0.065799551,0.499679855,4.940053763,0.903444611
0,8.344451904,851.9692182,29.18851175,0.111649653,3.795707108,14.58056984,219.0094118,0.296585948,0.087963224,0.590309047,4.224117647,0.96368329
1,1.259246826,172.2078137,13.12279748,0.036208326,11.56033647,140.1519532,1187.851111,0.164284832,0.026989506,0.360216152,16.00666667,0.86999818
0,32.97433472,2630.774546,51.29107667,0.058575116,1.990064117,4.263510447,386.9463798,0.2110359,0.044536151,0.500845071,6.379273653,0.944384262
0,3.038330078,262.5745324,16.2041517,0.196635337,5.865801433,36.05341297,339.5773956,0.402620957,0.162103635,0.544194221,7.293857494,0.92000093
0,4.963256836,259.8540077,16.11998783,0.121535001,3.648719545,13.72525038,58.17265125,0.310298059,0.096284885,0.601971777,3.115346778,0.966429903
1,12.08615112,880.7494354,29.67742299,0.003763306,3.485584952,14.36548876,87.65331715,0.051254171,0.00262699,0.402066814,4.863875405,0.965216394
0,14.551651,560.8827135,23.68296252,0.058005138,2.118363381,4.890460234,92.39438562,0.209475064,0.043879802,0.5645902,3.679881803,0.939049619
0,12.83816528,540.5816379,23.25041156,0.069103248,2.260164372,5.430977176,75.4795082,0.229672063,0.052749257,0.58308817,3.325591985,0.952015098
0,5.885696411,297.0793243,17.23598922,0.105118901,3.305885788,11.22601078,91.96255411,0.286899475,0.082311309,0.601038984,3.866233766,0.943978853
0,7.50239563,874.9507395,29.57956625,0.130429257,4.411945088,20.0797246,187.4664948,0.322751138,0.104168297,0.538547168,5.109213918,0.977112487
1,7.081207275,1126.526072,33.5637613,0.00288348,5.136202607,26.94673678,202.8146877,0.044859013,0.002012331,0.297881149,7.457103638,0.960127269
1,13.19369507,1924.05756,43.86408052,0.001732272,3.739343441,14.31958978,152.2679035,0.034703797,0.001204354,0.315442074,6.412615955,0.9610773
1,20.890625,2384.714865,48.83354242,0.004747906,2.845018187,8.383018192,190.6439181,0.057847909,0.003346381,0.349334285,6.827378563,0.957097265
1,0.770980835,164.8053249,12.83765262,0.008114281,16.92571392,289.7418006,138.7330317,0.075377064,0.005681702,0.18304552,8.552036199,0.878611129
1,6.56652832,897.3366051,29.9555772,0.005889753,4.794583646,23.09522537,45.64159605,0.064029375,0.004099761,0.384279999,3.75670904,0.76326011
0,2.441253662,222.6276609,14.92071248,0.165151629,6.545699509,44.21355983,382.3919945,0.366324029,0.134193294,0.55533841,7.164251208,0.91503127
0,11.64813232,1283.16442,35.82128445,0.15100232,3.416079138,11.90751655,228.9562333,0.348903505,0.121733656,0.592964909,4.582771536,0.972023412
0,15.3454895,1561.473495,39.51548425,0.19382036,2.935959201,8.914272529,215.7266928,0.399271459,0.159417698,0.630204566,4.196317239,0.973713301
1,4.964813232,818.551999,28.61034776,0.002107338,6.086602864,37.94834336,94.3016129,0.038253359,0.001463319,0.303727862,5.241397849,0.945807011
1,10.02033997,1851.261067,43.02628344,0.00883798,4.674735252,22.39178539,163.4886111,0.07942186,0.006307832,0.363390745,6.236388889,0.981593548
1,9.611495972,1588.09041,39.85085206,0.008884881,4.516749498,20.94220231,254.2649709,0.079630685,0.006341046,0.369121987,5.865924748,0.960357144
1,0.589263916,90.3257165,9.503984243,0.005255876,16.50844404,277.6103563,88.60504202,0.060451658,0.003654403,0.19553567,6.731092437,0.900001618
0,6.216323853,414.4277278,20.35749807,0.278168187,3.748090161,14.66600494,50.64688832,0.486218538,0.236408467,0.688357814,2.417050298,0.983140298
0,12.88148499,752.1583247,27.425505,0.125926616,2.57027938,6.96730521,103.1276992,0.31659798,0.100234281,0.579173371,3.688661654,0.966244075
0,17.99327087,980.6779312,31.31577767,0.073877495,2.219907987,5.267758693,116.1749373,0.238428655,0.056848223,0.530247304,4.185864662,0.962008263
1,6.150177002,472.1130157,21.72816181,0.005802263,4.046978313,17.20146838,88.2057732,0.06360148,0.004045148,0.39920745,4.906804124,0.92397573
1,1.560775757,170.386938,13.05323477,0.006968697,8.778303966,78.9645113,101.5269151,0.069946671,0.004892537,0.317413296,5.725672878,0.952681768
1,4.698516846,499.8728631,22.35783673,0.046110366,5.126724544,27.12334008,128.3163082,0.186252201,0.034689882,0.461630756,4.081541219,0.971592455
1,2.549179077,271.7172319,16.48384761,0.077305046,6.793329322,47.31649457,259.5997031,0.244121744,0.059595426,0.520617228,4.681345868,0.947271755
0,3.430389404,252.7919753,15.89943317,0.140147937,4.899935121,24.2742612,223.8859368,0.333847094,0.111453882,0.629810603,4.611543747,0.924588419
0,3.598403931,262.1475451,16.1909711,0.103148047,5.058375907,26.49788249,60.41137326,0.284345641,0.080852444,0.550552354,3.668481549,0.980284804
0,5.473480225,384.9993651,19.62140069,0.238675624,3.996640752,16.38912807,51.30651381,0.447084151,0.199884238,0.653846525,2.753309015,0.984076033
0,8.955795288,586.006239,24.20756574,0.153840525,3.134371639,10.17411974,74.85436744,0.352435022,0.124210445,0.605707722,3.437360265,0.97721903
0,13.53684998,811.0517734,28.47897072,0.092254538,2.496403878,6.470909639,77.636626,0.268033471,0.071841942,0.560537849,3.456775548,0.973966403
0,4.193084717,285.7092524,16.90293621,0.279734523,4.665084492,22.61802157,52.37640224,0.48771371,0.237864663,0.683400871,2.744391026,0.980323408
0,11.48036194,670.5039543,25.89409111,0.099796042,2.780019689,8.124329287,55.58259847,0.279725353,0.078246273,0.561924262,3.279129924,0.981591538
0,14.08781433,785.3280409,28.02370498,0.149782781,2.432014156,6.361282824,56.20921986,0.347515948,0.120767334,0.582432546,3.344259153,0.981933186
0,5.612884521,348.8004878,18.67620111,0.230126766,3.719114537,14.23864624,59.7534997,0.438113842,0.191943739,0.671303901,2.598701562,0.977254764
0,8.778991699,498.7857254,22.33351126,0.178183263,2.967606641,9.193345873,69.75424561,0.381468508,0.145518222,0.617498791,3.117894737,0.973068205
0,13.3475647,645.6835705,25.41030442,0.099710166,2.340970972,5.832816081,55.5514649,0.279456366,0.078095861,0.55480223,3.121171918,0.975028573
0,6.974563599,344.2528792,18.5540529,0.105128077,3.096396111,9.901556975,105.0579296,0.287295895,0.082538931,0.539766825,4.341319507,0.939482776
0,2.774856567,150.4286669,12.26493648,0.134482367,4.906708643,24.86044376,133.5039537,0.327909777,0.107524822,0.560463878,4.823143684,0.922205817
0,7.012176514,384.8544603,19.61770782,0.226728323,3.258037477,11.21853559,66.88842975,0.434744001,0.189002346,0.649905447,2.861717828,0.970590954
0,12.59513855,641.3641789,25.32516888,0.117931403,2.457783852,6.440771098,76.91257143,0.305637171,0.09341408,0.561067447,3.483885714,0.968098189
0,15.0141449,772.4437623,27.79287251,0.15011089,2.257087221,5.535888539,69.63180859,0.347745979,0.120927266,0.588217967,3.36833216,0.975187761
1,11.37875366,993.7209424,31.52333965,0.003586368,3.456466357,13.08913616,69.94760638,0.049951259,0.002495128,0.386329674,4.398670213,0.966680565
1,3.19883728,418.3556536,20.45374424,0.015322972,6.828070083,48.09742032,252.3375286,0.105150391,0.011056605,0.361652931,5.699084668,0.945977065
0,6.120391846,539.6552851,23.23048181,0.096384118,4.225053527,18.32289776,115.0500329,0.274439891,0.075317254,0.550966433,4.44634628,0.974238933
0,9.011077881,771.7476827,27.78034706,0.178439639,3.527202571,12.89681301,106.51161,0.381843492,0.145804453,0.623843698,3.614028326,0.979350765
0,13.71539307,1007.03145,31.73375884,0.141536495,2.798249798,8.319243283,117.3263528,0.337220958,0.113717974,0.570482671,4.181061394,0.974369105
1,21.98472595,2075.201501,45.55437961,0.009722308,2.697207207,7.763982478,191.1992671,0.083444519,0.006962988,0.395120879,5.724538097,0.964429428
0,8.706069946,685.8100778,26.18797583,0.094581196,3.421578637,12.06997832,274.2108844,0.271656985,0.073797517,0.532154279,5.615646259,0.930076478
0,11.75798035,1225.768446,35.01097608,0.206309357,3.386931155,11.83718063,141.1099779,0.413090168,0.170643487,0.632681188,3.824749278,0.982087856
0,2.562835693,257.699002,16.05300601,0.228044459,6.783792939,47.20714152,429.3596177,0.436150334,0.190227114,0.60286485,7.711469534,0.922724982
0,6.387268066,359.5538218,18.96190449,0.211767839,3.565522898,13.7695118,63.26013923,0.418919516,0.175493561,0.645183251,2.58277845,0.972332801
1,9.16494751,510.0730113,22.58479602,0.013845087,3.311302855,12.35026653,139.6330749,0.100044108,0.010008823,0.370174348,5.900701366,0.927621775
1,4.593551636,432.6018741,20.79908349,0.001750582,5.305934867,30.0649726,92.42005186,0.034859676,0.001215197,0.321122395,5.117257275,0.970506956
0,5.565078735,265.0445041,16.28018747,0.075255632,3.454136489,12.3749602,110.06294,0.240669349,0.057921735,0.509355471,4.457971014,0.927739867
0,2.194442749,114.3405866,10.69301579,0.101123181,5.399381632,30.3277675,112.4957393,0.281480972,0.079231537,0.569722971,3.850125313,0.923177936
0,6.128860474,529.077051,23.00167496,0.101793197,4.089426549,17.0087648,120.5410053,0.282389111,0.07974361,0.556183632,4.045304233,0.971280548
0,7.23487854,551.2336191,23.47836492,0.153633174,3.620586521,13.44669734,97.50524396,0.352139299,0.124002086,0.595932583,3.603055176,0.974686134
0,16.45599365,887.6942706,29.79419861,0.106902238,2.279323886,5.639642321,125.9048962,0.290175699,0.084201936,0.525156286,4.890163855,0.958906898
0,9.881408691,576.9892133,24.02059977,0.069546822,2.884311425,8.598758614,128.3479733,0.230801556,0.053269358,0.50792445,4.880426504,0.945668587
0,9.264556885,891.6791684,29.86099744,0.239646507,3.630044551,13.60387004,101.2209346,0.448151779,0.200840017,0.656100793,3.206542056,0.984215303
1,14.30168152,1586.085444,39.82568824,0.012440139,3.305134622,11.40083183,144.0732683,0.09473616,0.00897494,0.392691959,5.278069517,0.971442024
1,23.88195801,2166.154636,46.5419664,0.025986128,2.563602869,7.05826574,145.8549753,0.138452719,0.019169155,0.418170643,5.441238231,0.974935589
1,24.8785553,2224.076329,47.16011375,0.021594912,2.467619958,6.497921964,139.2562542,0.125772481,0.015818717,0.424269787,5.076538201,0.973441982
1,15.9591217,1748.694472,41.81739437,0.005962466,3.108196765,10.05104875,164.7203797,0.064976697,0.004221971,0.387319627,5.42309541,0.956385421
1,6.974746704,973.6228637,31.20293037,0.011507993,4.851818882,24.22105518,190.948626,0.090971276,0.008275773,0.381160651,5.589008363,0.962128573
0,6.167510986,462.6986058,21.51043016,0.084245081,4.18166842,18.63736622,220.1110215,0.255925503,0.065497863,0.485833169,5.735215054,0.937322506
0,7.396133423,818.763893,28.61405062,0.099275994,4.225446754,18.22528218,166.8733182,0.278943517,0.077809486,0.512541863,4.797833304,0.975461014
1,7.984588623,706.7566882,26.58489587,0.00131331,4.193246362,18.85520571,148.9105297,0.030190757,0.000911482,0.297964014,6.853036176,0.956598228
1,10.32516479,878.8514017,29.64542801,0.003248349,3.363862058,11.86446387,87.74760939,0.04767637,0.002273036,0.314399988,5.354679803,0.944945879
0,5.827926636,476.7889004,21.83549634,0.08790361,4.139853118,17.49497316,86.97621375,0.261368863,0.068313683,0.515605843,4.078201369,0.977227911
0,7.294036865,491.7114185,22.17456693,0.206567923,3.506503025,12.73689528,57.74706782,0.413308037,0.170823534,0.63015069,2.931837498,0.98225585
1,6.439590454,711.4022524,26.67212501,0.003682776,4.94578331,26.25802453,191.8333333,0.050998486,0.002600846,0.252044716,8.161609195,0.962898828
1,11.05682373,1089.147864,33.00224029,0.002286479,3.796246354,15.7711506,172.6872679,0.039991851,0.001599348,0.301954841,6.893633952,0.962840355
0,1.805099487,129.8376032,11.39463045,0.228247246,6.849384553,48.16938888,208.4617682,0.436312203,0.190368338,0.621025985,5.453405018,0.926456347
0,3.701797485,170.4507739,13.05567976,0.125663451,3.936771547,15.87963431,29.96191781,0.315389384,0.099470464,0.644926349,2.027123288,0.977232512
0,5.857620239,298.1756645,17.26776374,0.244682468,3.322329214,11.42051329,50.07781233,0.452887687,0.205107257,0.697593756,2.139201148,0.973508789
0,14.10484314,744.3202679,27.28223356,0.097334542,2.343180242,5.785302971,84.93264427,0.275757277,0.076042076,0.570088825,3.215159345,0.966835482
0,17.78614807,941.6780463,30.68677315,0.114726781,2.137299553,5.031036398,97.15329015,0.301175844,0.090706889,0.570948088,3.241528208,0.968268764
1,2.48399353,366.792364,19.15182404,0.002504967,8.111458829,67.58990468,43.05778192,0.04171526,0.001740163,0.268170928,4.670083877,0.974468209
1,4.979751587,852.3165603,29.19446112,0.002169761,6.319302144,41.24150058,79.59667025,0.03882071,0.001507048,0.303954769,5.579484425,0.976701483
1,5.428924561,920.9497812,30.34715442,0.004496508,5.983928494,36.79784005,196.2612613,0.05621027,0.003159594,0.29134116,6.343764817,0.96211753
1,3.50680542,520.3817385,22.81187714,0.009822648,6.939508859,49.93040797,227.0723404,0.083897185,0.007038738,0.290438556,6.648024316,0.956117155
0,4.060165405,324.4410437,18.01224705,0.107292409,4.711360447,22.47607119,303.0392817,0.290190898,0.084210757,0.602073808,5.307744108,0.909463005
0,6.300064087,661.0909882,25.71168972,0.129987345,4.470315736,20.46306156,80.63084746,0.322028256,0.103702198,0.548197689,4.191864407,0.987737703
0,21.74119568,1499.67817,38.72567843,0.060598236,2.228842298,5.266827853,81.44168134,0.214784843,0.046132529,0.543266473,3.661751761,0.981443469
0,17.82229614,1326.892894,36.42654106,0.064984647,2.459451412,6.278362624,83.05914407,0.22243166,0.049475844,0.562271814,3.727272727,0.981126598
0,11.81558228,967.0967911,31.09817987,0.075154,3.007915363,9.225215069,77.15093985,0.240029544,0.057614182,0.572389983,3.691541353,0.982771003
0,5.469528198,496.3671429,22.27929853,0.111726001,4.491461401,20.62530417,89.00949796,0.296792764,0.088085945,0.540798502,4.51458616,0.981878159
0,4.185913086,291.500919,17.07339799,0.108009771,4.868013255,25.85485844,89.77001595,0.291803468,0.085149264,0.533460423,4.059649123,0.969696078
0,6.814788818,419.166621,20.47355907,0.218627395,3.482500922,12.74050526,75.96329072,0.426279551,0.181714255,0.636161038,3.131432317,0.972146634
0,10.20521545,586.339287,24.21444377,0.142859124,2.898689162,8.86195098,72.03950769,0.338794298,0.114781576,0.582581218,3.413169231,0.974378149
0,6.046966553,518.671891,22.77436917,0.101236732,4.20503209,18.17501277,149.5061063,0.281889899,0.079461915,0.546346044,4.408247423,0.96545318
0,8.399124146,668.7866295,25.86090929,0.223068889,3.510394007,12.86976627,125.7508735,0.431082514,0.185832134,0.626508639,3.939902166,0.972094672
0,18.79312134,1233.61629,35.12287417,0.058231955,2.285252006,5.438376939,135.7646771,0.210193738,0.044181408,0.519120521,4.386619374,0.961115127
0,13.25604248,955.1041805,30.90475984,0.08625284,2.735194542,7.731126325,165.4101843,0.258797044,0.06697591,0.525501461,5.05388941,0.956615382
0,7.056350708,560.9453287,23.68428442,0.122941541,3.717312457,14.16331822,218.5579522,0.312643641,0.097746046,0.542133908,5.576143451,0.944348952
0,6.037521362,455.6561255,21.34610329,0.087549023,3.904165552,15.58546357,124.2613358,0.260829807,0.068032188,0.536860553,4.22120098,0.961063723
0,7.30305481,533.6349902,23.10054091,0.239992265,3.570537658,13.17522644,81.98381877,0.448384568,0.201048721,0.659414787,3.182847896,0.978047385
0,14.59744263,908.384526,30.13941814,0.115190882,2.486920545,6.512311349,132.7705529,0.301776267,0.091068915,0.571536333,4.502283654,0.961761861
0,17.8188324,1054.360771,32.47092192,0.09208684,2.251392061,5.416713809,123.8595964,0.267985708,0.071816339,0.54296239,4.296801202,0.963444585
0,23.26179504,1232.900742,35.11268634,0.063351729,1.953760635,4.17477677,133.539743,0.219872998,0.048344135,0.523985471,4.664726165,0.957974222
1,5.171203613,784.1244325,28.00222192,0.001586935,5.935283159,36.78618438,93.5952381,0.033187286,0.001101396,0.308435856,5.935897436,0.970350338
1,3.359558105,566.90778,23.80982528,0.001918828,7.686397945,61.77621374,219.6023077,0.036516188,0.001333432,0.231069215,9.41,0.945171248
1,2.078048706,256.5019181,16.01567726,0.028151336,8.590158521,80.31282679,482.9785661,0.143969633,0.020727255,0.403361762,9.019955654,0.914349649
0,17.76571655,1488.724647,38.58399469,0.134640167,2.641780677,7.416733871,136.8884088,0.328372001,0.107828171,0.539454173,5.056350365,0.97842681
1,19.85404968,1614.830626,40.18495522,0.002936454,2.591256755,6.982732526,181.5025862,0.045264507,0.002048876,0.346975631,6.936128527,0.943518908
1,16.00057983,1404.383177,37.47510076,0.002162593,2.90675882,8.775457565,162.6693487,0.038757848,0.001502171,0.363354219,6.192911877,0.954496989
0,14.49136353,1115.298903,33.39609113,0.066818911,2.792330625,8.090985002,157.6120683,0.226351657,0.051235073,0.472292767,6.063249727,0.966262087
0,6.989135742,626.4178557,25.02834105,0.112641941,4.071758655,17.08560624,151.0357375,0.298429221,0.08906,0.513186299,5.976868096,0.970666508
1,10.49253845,1035.774528,32.18345115,0.002431455,3.523061681,12.82687259,191.6810513,0.041098765,0.001689108,0.349777718,6.424075276,0.893413542
0,17.59492493,1224.619802,34.99456818,0.066543103,2.374147084,5.810563997,179.3647121,0.225151315,0.050693114,0.541736563,4.059699508,0.951368741
0,10.78651428,785.0667571,28.01904276,0.09552443,2.973596088,9.065326354,153.2113501,0.27298758,0.074522219,0.558431617,4.182334096,0.957463465
0,5.257415771,448.4777474,21.1772932,0.093669693,4.330853213,19.014619,127.9146199,0.270107112,0.072957852,0.548364722,4.106432749,0.966278351
0,7.177856445,597.2018463,24.43771361,0.1114596,3.704472173,13.89454568,106.2076379,0.295827195,0.087513729,0.605225926,3.221216407,0.973605696
1,9.009887695,1433.538737,37.8621016,0.001599979,4.708435439,23.10431126,148.4670495,0.033351151,0.001112299,0.325205193,5.844681433,0.973226197
0,14.20219421,842.158179,29.01996173,0.077858732,2.434854106,6.160252765,96.95345878,0.244966358,0.060008517,0.555768678,3.312663229,0.964819404
